id,meta_start,meta_end,meta_duration,meta_finished,meta_recorded,meta_captcha,meta_browser,meta_version,meta_operating system,meta_resolution_width,meta_resolution_height,meta_feedback,meta_resolution_ratio,meta_task_duration,meta_state_duration,meta_ace_duration,meta_temp_orient_duration,meta_psychopath_duration,meta_dems_duration,meta_task_duration_z,meta_state_duration_z,meta_ace_duration_z,meta_temp_orient_duration_z,meta_psychopath_duration_z,meta_dems_duration_z,stai_s01,stai_s02,stai_s03,stai_s04,stai_s05,stai_s06,stai_s07,stai_s08,stai_s09,stai_s10,stai_s11,stai_s12,stai_s13,stai_s14,stai_s15,stai_s16,stai_s17,stai_s18,stai_s19,stai_s20,sd_stai,sick,meal,hungry,sleep,rested,stai_s_mean,stai_s_missing,chaos01,chaos02,chaos03,chaos04,chaos05,chaos06,chaos07,chaos08,chaos09,chaos10,chaos11,chaos12,chaos13,chaos14,chaos15,unp01,unp02,unp03,unp04,unp05,unp06,unp07,unp08,unp_moving,unp_other_adults,unp_female_fig_num,unp_female_fig_rom,unp_male_fig_num,unp_male_fig_rom,quic01,quic02,quic03,quic04,quic05,quic06,quic07,quic08,quic09,quic10,quic11,quic12,quic13,quic14,quic15,quic16,quic17,quic18,quic19,quic20,quic21,quic22,quic23,quic24,quic25,quic26,quic27,quic28,quic29,quic30,quic31,quic32,quic33,quic34,quic35,quic36,quic37,change_env01,change_env02,change_env03,change_env04,sd_quic,sd_chaos,pcunp_mean,pcunp_missing,change_env_mean,change_env_missing,chaos_mean,chaos_missing,quic_monitoring_mean,quic_monitoring_missing,quic_par_predict_mean,quic_par_predict_missing,quic_par_env_mean,quic_par_env_missing,quic_phys_env_mean,quic_phys_env_missing,quic_safety_mean,quic_safety_missing,quic_total_mean,quic_total_missing,unp_moving_binned,unp_male_fig_rom_binned,unp_female_fig_rom_binned,unp_subj_comp,unp_obj_comp,unp_comp,violence01,violence02,violence03,violence04,violence05,violence06,violence07,aces_fighting1,aces_fighting2,sd_violence,nvs_mean,nvs_missing,fighting_mean,vio_comp,ses01,ses02,ses03,ses04,ses05,ses06,ses07,dems_edu_first,dems_edu_second,dems_income_past,dems_class_past,sd_ses,edu_caregivers,ses_subj_comp,ses_subj_missing,ses_obj_comp,ses_obj_missing,ses_comp,impuls01,impuls02,impuls03,impuls04,impuls05,fos01,fos02,fos03,fos04,fos05,fos06,fos07,fos08,fos09,fos10,fos11,fos12,fos13,fos14,fos15,sd_fos,impuls_mean,impuls_missing.x,fos_pa_mean,fos_pa_missing,fos_tp_mean,fos_tp_missing,fos_fc_mean,fos_fc_missing,fos_fo_mean,fos_fo_missing,depression01.x,depression02.x,depression03.x,depression04.x,depression05.x,depression06.x,depression07.x,depression08.x,depression09.x,depression10.x,depression11.x,depression12.x,depression13.x,depression14.x,depression15.x,depression16.x,depression17.x,depression18.x,depression19.x,depression20.x,sd_depression.x,depression_mean.x,impuls_missing.y,depression01.y,depression02.y,depression03.y,depression04.y,depression05.y,depression06.y,depression07.y,depression08.y,depression09.y,depression10.y,depression11.y,depression12.y,depression13.y,depression14.y,depression15.y,depression16.y,depression17.y,depression18.y,depression19.y,depression20.y,sd_depression.y,depression_mean.y,impuls_missing,family_composition.x,fam_composition_multiple.x,dems_ethnicity,dems_ethnicity_mixed,dems_age,dems_sex,dems_gender,dems_gender_4_text,dems_born_us,dems_class_current,dems_edu,dems_occupation,dems_income,weight,height,activity,att_check01,att_check02,att_getup,att_interrupted,att_noise,attention_check_sum,attention_interrupt_sum,family_composition.y,fam_composition_multiple.y,ex_narb_NA_selfreport_pass,ex_narb_attention_checks_pass,ex_narb_suspect_responses_pass,ex_narb_resolution_ratio,ex_narb_resolution_height,counterbalance,rt_flanker_congruent_degraded,rt_flanker_congruent_enhanced,rt_flanker_congruent_standard,rt_flanker_incongruent_degraded,rt_flanker_incongruent_enhanced,rt_flanker_incongruent_standard,acc_flanker_congruent_degraded,acc_flanker_congruent_enhanced,acc_flanker_congruent_standard,acc_flanker_incongruent_degraded,acc_flanker_incongruent_enhanced,acc_flanker_incongruent_standard,start_a_flanker_std,start_t0_flanker_std,start_p_flanker_std,start_rd_flanker_std,start_sda_flanker_std,start_g2_flanker_std,start_bbic_flanker_std,a_flanker_std,t0_flanker_std,p_flanker_std,rd_flanker_std,sda_flanker_std,g2_flanker_std,bbic_flanker_std,final_width_px,scale_factor,no_resize,fullscreenenter,fullscreenexit,blur_event,focus_event,event_during_flanker
254,2022-03-18T18:35:43Z,2022-03-18T18:50:20Z,877,1,2022-03-18T18:50:21Z,0.8999999761581421,Firefox,98.0,Windows NT 10.0,1707,960,"I had no confusion during the survey, I was able to answer the questions to the best of my abilities.",1.778125,449,37,165,39,22,63,-0.470303698627943,-0.44662640875153514,-0.8948730317642126,-0.7290394638559125,-0.7978674917257377,-0.3981347276849264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.538967528127731,0,1,1,5,5,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.9666895707934864,2.007130147392398,1,0,1,0,1.0666666666666667,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-1.5652087957741596,-0.6205191861769039,-1.0928639909755318,1,1,2,1,1,1,1,1,1,1.7320508075688772,1.1428571428571428,0,1,-0.8770273057233877,5,5,5,5,3,2,5,3,3,3,3,1.7043362064926932,3,4.285714285714286,0,-0.3194685672932239,0,0.2627120519599011,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2.065591117977289,1,0,5,0,5,0,5,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.231174022502185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.231174022502185,1,0,I lived with my mother and father an equal amount of time (joint custody),0,"Hispanic of Latino (e.g., Mexican American, Central American, and others)",0,26,0,3,NA,1,3,6,Lab Technician,4,165,70,4,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,3,0.45190625,0.37374999999999997,0.42546875,0.5147419354838709,0.4318214285714286,0.4973666666666667,1,1,1,0.96875,0.9032258064516129,0.9375,0.06,0.34,0.712,0.02,1.661,21.397810218625683,1875.4553975929382,0.06,0.342,0.764,0.021,1.738,19.1509580514795,1864.619816865034,247,0.7318518518518519,0,3,0,3,6,FALSE
255,2022-03-18T18:27:20Z,2022-03-18T18:51:10Z,1430,1,2022-03-18T18:51:11Z,0.8999999761581421,Chrome,99.0.4844.74,Windows NT 10.0,1536,864,NA,1.7777777777777777,641,102,392,81,52,75,-0.07622929152310656,-0.08833529987177138,-0.07132365918230602,-0.21191416907049299,-0.1835207133843211,-0.2633430330455156,3,3,2,1,3,1,1,3,1,2,4,1,1,1,2,2,1,1,3,3,0.7451598203705946,0,1,1,4,3,1.95,0,2,2,2,3,2,2,2,2,2,1,1,2,2,2,3,2,2,1,2,2,2,2,2,1,2,0,0,0,0,1,3,3,2,2,3,3,3,3,2,3,2,1,3,3,3,3,2,3,3,4,3,3,1,2,3,1,2,3,3,1,2,2,2,1,1,1,2,2,2,2,1.0126823418651703,1.1126972805283737,1.875,0,2,0,2,0,2.5555555555555554,0,2.6666666666666665,0,2.1666666666666665,0,2.142857142857143,0,1,0,2.324324324324324,0,1,0,0,-0.1962246691326731,-0.05662557557742737,-0.12642512235505024,2,1,3,1,1,2,1,1,1,1.2149857925879117,1.5714285714285714,0,1,-0.6284221744847194,5,5,5,4,3,3,4,1,6,4,3,1.2149857925879117,3.5,4.142857142857143,0,-0.015046969679603108,0,0.370846250641337,3,2,2,3,2,4,3,3,4,2,4,3,3,3,3,2,3,4,2,4,0.6324555320336759,2.4,0,3.6,0,2.4,0,3.4,0,3.1333333333333333,0,1,1,1,2,2,1,2,3,2,1,1,2,2,1,2,3,1,1,1,2,0.6805570473787206,1.6,0,1,1,1,2,2,1,2,3,2,1,1,2,2,1,2,3,1,1,1,2,0.6805570473787206,1.6,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,22,1,2,NA,1,3,5,N/A,5,155,63,1,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,2,0.457453125,0.4252612903204656,0.42237812499981375,0.5227935483897886,0.47961290322484507,0.5167310344813199,1,0.96875,1,1,0.96875,0.9354838709677419,0.072,0.302,0.599,0.017,1.781,48.24897787232542,1908.4668281543168,0.072,0.302,0.622,0.017,1.892,56.93875867264653,1901.7345386193956,382,1.1318518518518519,0,3,0,0,3,FALSE
256,2022-03-18T18:32:07Z,2022-03-18T18:52:45Z,1237,1,2022-03-18T18:52:47Z,0.800000011920929,Chrome,99.0.4844.74,Windows NT 10.0,1536,864,NA,1.7777777777777777,444,94,369,84,29,56,-0.48056605297963145,-0.13243266711851154,-0.15476698768179434,-0.17497664801439158,-0.6545199101127405,-0.47676321622458273,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1.025978352085154,0,0,1,4,5,1.5,0,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.9382354750537296,1.8309508328682538,1.25,0,1,0,1.2666666666666666,0,1,0,1.0833333333333333,0,1,0,1,0,1,0,1.027027027027027,0,0,0,0,-1.356746046458848,-0.6205191861769039,-0.988632616317876,1,1,2,1,1,2,1,1,1,1.6761634196950514,1.2857142857142858,0,1,-0.7941589286438315,5,5,5,5,4,4,5,8,6,6,4,1.4638501094227998,7,4.714285714285714,0,1.3897838462580232,0,1.5368709554105697,2,2,2,1,2,5,3,4,5,3,5,4,5,4,3,5,5,5,3,4,1.3451854182690985,1.8,0,4.8,0,3.8,0,4,0,4.2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.231174022502185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.231174022502185,1,0,NA,NA,"White, Caucasian, Anglo, European American",0,30,0,1,NA,1,4,6,Case Manager,5,150,72,3,5,2,0,0,1,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,6,0.4698419354884855,0.4259249999932945,0.44881874998658894,0.5426806451582139,0.49210333331823347,0.5389133333206176,0.96875,1,1,0.96875,0.9375,0.9375,0.059,0.368,0.747,0.012,1.431,20.666343594721873,1873.388325889245,0.064,0.363,0.743,0.015,1.634,23.850062402305547,1868.542256624449,388,1.1496296296296296,0,3,0,0,3,FALSE
257,2022-03-18T17:29:23Z,2022-03-18T18:53:03Z,5020,1,2022-03-18T18:53:04Z,0.8999999761581421,Chrome,99.0.4844.74,Windows NT 10.0,1920,1080,No comments,1.7777777777777777,1598,343,585,293,33,75,1.8879853313900625,1.2400978884362759,0.6288747060525308,2.3983373188940056,-0.572607006333885,-0.2633430330455156,3,2,1,1,2,1,1,2,1,3,2,2,1,1,2,2,1,1,3,2,0.9119095061289915,0,1,1,3,4,1.7,0,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,0,2,0,0,0,0,2,3,3,2,1,1,2,1,1,3,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1.6265440804496034,1.533747356112131,1,0,1.5,0,1.6,0,1.7777777777777777,0,1.5,0,1.3333333333333333,0,1.4285714285714286,0,1,0,1.4864864864864864,0,0,0,0,-1.1195433902502072,-0.44815275630616064,-0.783848073278184,1,1,2,1,1,2,1,1,1,1.6761634196950514,1.2857142857142858,0,1,-0.7941589286438315,5,5,5,5,4,4,5,7,7,6,4,1.4638501094227998,7,4.714285714285714,0,1.3897838462580232,0,1.5368709554105697,2,2,2,2,2,5,5,4,5,3,4,2,4,4,4,4,5,4,4,3,1.3201731488169053,2,0,4,0,4,0,4,0,4,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1.1367080817685316,1.15,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1.1367080817685316,1.15,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,21,1,2,NA,1,3,6,Childcare worker,3,160,65,3,5,2,0,0,0,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,6,0.5659531249995343,0.5213032258064035,0.5163096774201239,0.5976531249997206,0.5639000000001922,0.583153333333383,1,1,0.96875,1,0.96875,0.967741935483871,0.059,0.383,0.421,0.033,1.922,118.94626731723311,2020.721504271096,0.058,0.382,0.414,0.027,2.029,151.11330628145296,2022.0195131092805,447,1.3244444444444445,0,3,0,0,3,FALSE
258,2022-03-18T18:02:02Z,2022-03-18T18:53:07Z,3064,1,2022-03-18T18:53:07Z,0.800000011920929,Chrome,99.0.4844.74,Windows NT 10.0,1920,1080,It was a good study,1.7777777777777777,1032,109,1342,58,41,154,0.7262868187789301,-0.04975010353087375,3.3752486049269947,-0.49510183050060363,-0.40878119877617386,0.6240356233306057,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5035046776746235,0,1,1,5,5,1.05,0,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,0,0,0,0,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,1,3,2,3,1,5,1,1,2,1,2,2,2,2,1,2,2,1,1,1,4,2,2,2,1.6499158227686108,1.709915063331955,1.375,0,2.5,0,1.4,0,1.1111111111111112,0,1.8333333333333333,0,1.8333333333333333,0,1.8571428571428572,0,1,0,1.5945945945945945,0,1,0,0,-0.9958239965347463,0.11574085429331589,-0.4400415711207152,1,1,3,1,2,1,3,1,2,1.4960264830861913,1.7142857142857142,0,1.5,-0.3523011961613431,5,5,5,4,4,4,4,6,7,5,4,1.0690449676496976,6.5,4.428571428571429,0,1.0853622486444023,0,1.1964566613801186,1,1,2,2,2,5,5,5,4,5,5,5,5,4,5,4,5,5,4,4,1.791514389985135,1.6,0,5,0,4.6,0,4.4,0,4.666666666666667,0,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1.0310954828418375,1.3,0,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1.0310954828418375,1.3,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,26,0,1,NA,1,3,6,Data scientist,4,167,69,3,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,5,0.5127374999932944,0.5088843750003725,0.5422437500059605,0.5994433333257834,0.5622096774155094,0.567153124999255,1,1,1,0.9375,1,1,0.176,0.299,0.728,0.041,1.405,127.6505853798125,1923.0731510689961,0.176,0.3,0.735,0.037,1.52,156.85994518982042,1942.374503746549,436,1.2918518518518518,0,3,0,0,3,FALSE
259,2022-03-18T18:07:18Z,2022-03-18T18:53:35Z,2777,1,2022-03-18T18:53:37Z,0.8999999761581421,Chrome,99.0.4844.51,Macintosh,1440,900,None!,1.6,1042,90,241,596,177,347,0.7468115274823071,-0.15448135074188163,-0.6191472506354685,6.129026945560247,2.3762575297049144,2.79193537878113,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1.3018205875255096,0,1,1,3,2,1.3,0,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,2,2,3,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.894357038308404,1.820517979665599,1.5,0,1,0,1.3333333333333333,0,1,0,1.3333333333333333,0,1.1666666666666667,0,1,0,1,0,1.135135135135135,0,0,0,0,-1.1711177437163185,-0.6205191861769039,-0.8958184649466112,1,1,3,1,1,1,1,1,1,1.5735915849388864,1.2857142857142858,0,1,-0.7941589286438315,5,5,5,5,1,1,5,7,3,NA,3,2.138089935299395,5,3.857142857142857,0,0.1414878915134009,1,0.3114090446527774,1,1,1,3,1,5,5,5,5,2,5,5,2,4,5,5,5,5,5,3,1.8309508328682538,1.4,0,5,0,3.8,0,4.4,0,4.4,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.2182817926554552,1.1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.2182817926554552,1.1,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,23,1,2,NA,1,3,6,Talent Acquisition Specialist,4,115,64,3,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5988225806466033,0.4737709677406857,0.5466451612912839,0.6547032258063554,0.5434785714282521,0.6354419354839671,0.96875,0.96875,1,0.96875,0.875,0.96875,0.075,0.377,0.457,0.019,1.896,254.74333299988285,2139.0607700948144,0.075,0.379,0.477,0.02,2.076,274.47748086275044,2098.6626527218673,434,1.285925925925926,0,3,0,0,3,FALSE
260,2022-03-18T18:30:48Z,2022-03-18T18:55:29Z,1480,1,2022-03-18T18:55:31Z,0.8999999761581421,Chrome,99.0.4844.74,Windows NT 10.0,1536,864,N/A,1.7777777777777777,970,53,270,48,27,61,0.5990336248179934,-0.35843167425805483,-0.5139360973100268,-0.6182269006876083,-0.6954763620021682,-0.4206000101248282,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,0.998683343734455,0,0,2,3,3,1.55,0,4,2,2,2,2,2,4,3,2,1,2,4,1,3,4,2,2,1,1,1,1,2,2,2,2,0,0,0,0,2,3,4,3,4,1,2,2,2,1,3,1,2,2,4,3,2,2,3,1,2,1,1,1,1,3,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1.2956383286545203,0.8837151016885368,1.5,0,1.25,0,2.533333333333333,0,2.5555555555555554,0,2.1666666666666665,0,1.3333333333333333,0,1.5714285714285714,0,1,0,1.9189189189189189,0,1,0,0,-0.3041961686600086,-0.3151752203835423,-0.3096856945217754,1,1,1,1,1,2,2,1,1,1.8126539343499315,1.2857142857142858,0,1,-0.7941589286438315,4,4,4,5,3,3,5,6,8,6,4,1.2724180205607036,7,4,0,1.3897838462580232,0,1.1497374631622104,2,2,3,1,2,4,2,3,3,2,5,5,4,3,3,3,5,4,3,2,1.1254628677422756,2,0,4.6,0,2.8,0,2.8,0,3.4,0,1,1,1,1,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,2,1.164157703189193,1.35,0,1,1,1,1,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,2,1.164157703189193,1.35,0,I lived with my mother and father an equal amount of time (joint custody),0,Middle Eastern,0,28,0,1,NA,1,3,7,Real Estate Analyst,6,145,74,2,5,2,1,0,0,0,1,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,2,0.5312033333381017,0.48760625000484287,0.55009375,0.5804249999932944,0.5760656250007451,0.5935031249970197,1,1,1,1,1,1,0.091,0.364,0.515,0.033,1.722,126.35029166474135,1926.5417901558171,0.092,0.361,0.536,0.026,1.869,149.1107159559569,1935.1389769317434,346,1.0251851851851852,0,3,3,12,15,FALSE
261,2022-03-18T18:33:47Z,2022-03-18T18:55:54Z,1326,1,2022-03-18T18:55:56Z,0.8999999761581421,Chrome,99.0.4844.74,Windows NT 10.0,1536,864,NA,1.7777777777777777,566,126,361,78,44,61,-0.23016460679843329,0.04395680186844908,-0.18379075411639897,-0.24885169012659436,-0.34734652094203217,-0.4206000101248282,2,2,1,1,1,1,1,4,1,1,3,1,1,1,1,2,1,1,2,2,1.2139539573337679,0,0,2,4,3,1.5,0,3,1,2,2,5,2,2,2,2,2,2,2,2,2,1,2,4,5,1,1,2,2,1,1,2,0,0,0,0,1,1,1,1,2,1,1,1,1,4,1,1,1,2,1,1,4,4,5,5,5,3,1,5,3,1,1,1,2,3,1,1,2,2,1,1,1,2,3,2,2,1.7424224619867699,1.2649110640673518,2.25,0,2.25,0,2.1333333333333333,0,1.1111111111111112,0,2.8333333333333335,0,2.3333333333333335,0,1.7142857142857142,0,1,0,1.972972972972973,0,1,0,0,-0.1276229050756511,0.029557639357944268,-0.04903263285885342,2,3,3,1,1,4,2,1,1,1.2724180205607036,2.2857142857142856,0,1,-0.2140802890869389,4,5,5,4,2,2,4,4,4,NA,3,1.3972762620115438,4,3.7142857142857144,0,-0.12954382975590517,1,0.06877432632550919,3,3,3,3,3,3,5,5,4,3,3,4,3,3,4,3,4,3,2,3,0.9611501047232549,3,0,3.4,0,3.2,0,3.8,0,3.466666666666667,0,3,2,3,3,3,3,2,2,2,1,3,3,2,3,1,2,2,3,3,2,0.6805570473787206,2.4,0,3,2,3,3,3,3,2,2,2,1,3,3,2,3,1,2,2,3,3,2,0.6805570473787206,2.4,0,NA,NA,"White, Caucasian, Anglo, European American",0,30,1,2,NA,1,3,4,virtual assistant,3,180,65,3,5,2,0,0,0,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,6,0.7283874999880791,0.5631437500044704,0.6148062500208616,0.8664774193609914,0.7056466666777929,0.7949499999920527,1,1,1,1,1,0.967741935483871,0.064,0.459,0.357,0.005,1.17,104.78337305249175,1935.8744001516523,0.065,0.46,0.426,0.005,1.253,88.38439596718493,1912.6726211477662,350,1.0370370370370372,0,3,0,0,3,FALSE
262,2022-03-18T18:36:17Z,2022-03-18T18:58:02Z,1305,1,2022-03-18T18:58:03Z,0.8999999761581421,Chrome,99.0.4844.74,Windows NT 10.0,1920,1080,N/a,1.7777777777777777,530,96,343,92,64,79,-0.30405355813059015,-0.1214083253068265,-0.24909422859425942,-0.07647659186478786,0.062217997952245516,-0.218412468165712,3,2,2,1,3,1,1,2,1,3,2,1,1,1,3,2,1,1,2,2,0.8750939799154206,0,1,1,3,2,1.75,0,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,0,0,0,0,1,1,1,1,3,1,1,1,1,1,1,1,1,3,2,1,3,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1.7731734670201176,1.9073791542572855,1.125,0,1.5,0,1.2,0,1.2222222222222223,0,1.5,0,1.1666666666666667,0,1.2857142857142858,0,1,0,1.2972972972972974,0,1,0,0,-1.3223959522609994,-0.22899200544817064,-0.775693978854585,1,1,3,1,1,1,1,1,1,1.5735915849388864,1.2857142857142858,0,1,-0.7941589286438315,5,5,5,5,3,2,5,6,6,4,3,1.7043362064926932,6,4.285714285714286,0,0.4366725657692403,0,0.7236196488870026,1,1,2,2,2,5,4,4,5,4,5,5,5,3,4,4,5,5,3,4,1.5023790657297036,1.6,0,5,0,4,0,4,0,4.333333333333333,0,2,1,4,4,4,4,4,3,4,1,2,3,3,4,1,3,1,4,1,4,1.3168942730211068,2.85,0,2,1,4,4,4,4,4,3,4,1,2,3,3,4,1,3,1,4,1,4,1.3168942730211068,2.85,0,I lived with my mother and father an equal amount of time (joint custody),0,"Asian or Asian American (e.g., Chinese, Japanese, and others)",0,26,0,1,NA,1,1,6,Unemployed,2,143,62,1,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.553199999999255,0.45119374999403955,0.47482187499850986,0.6312749999836087,0.49880000001384367,0.5380718750022352,1,1,1,1,1,1,0.147,0.293,0.795,0.025,1.659,30.506715012197542,1825.3099836107679,0.145,0.293,0.807,0.024,1.709,39.068917379222256,1823.1222944567967,298,0.882962962962963,0,3,0,3,6,FALSE
263,2022-03-18T18:42:55Z,2022-03-18T18:58:12Z,916,1,2022-03-18T18:58:13Z,1,Chrome,99.0.4844.74,Windows NT 10.0,1280,720,NA,1.7777777777777777,444,68,195,51,32,66,-0.48056605297963145,-0.2757491106704171,-0.7860339076344453,-0.581289379631507,-0.5930852322785988,-0.3644368040250737,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.3803127029389886,0,1,1,4,4,1.2,0,1,1,2,1,1,1,5,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.9382354750537296,1.8387366263150307,1,0,1,0,1.6666666666666667,0,1,0,1.0833333333333333,0,1,0,1,0,1,0,1.027027027027027,0,0,0,0,-1.2911954369007754,-0.6205191861769039,-0.9558573115388397,1,1,1,1,1,2,1,1,1,1.889822365046136,1.1428571428571428,0,1,-0.8770273057233877,5,5,5,5,5,5,5,6,6,6,4,1.5118578920369088,6,5,0,1.2090960320784858,0,1.5815856723915158,1,1,1,1,1,5,3,5,5,1,5,5,5,4,3,5,5,5,4,5,1.61245154965971,1,0,5,0,3.6,0,4.4,0,4.333333333333333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.231174022502185,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.231174022502185,1,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,25,1,2,NA,1,4,6,senior financial analyst,6,130,68,3,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,6,0.4855806451535994,0.5540187499895692,0.5204354838594314,0.5339607142891203,0.5736896551724138,0.5948862069146387,1,1,1,0.9032258064516129,0.9354838709677419,0.90625,0.072,0.327,0.394,0.012,1.616,46.41837071791839,1986.4442610806323,0.07,0.33,0.386,0.014,1.682,56.50348745497716,1939.9748232495685,304,0.9007407407407407,1,3,0,0,3,FALSE
