id,meta_start,meta_end,meta_duration,meta_finished,meta_recorded,meta_captcha,meta_browser,meta_version,meta_operating system,meta_resolution_width,meta_resolution_height,meta_feedback,meta_resolution_ratio,meta_task_duration,meta_state_duration,meta_ace_duration,meta_temp_orient_duration,meta_psychopath_duration,meta_dems_duration,meta_task_duration_z,meta_state_duration_z,meta_ace_duration_z,meta_temp_orient_duration_z,meta_psychopath_duration_z,meta_dems_duration_z,stai_s01,stai_s02,stai_s03,stai_s04,stai_s05,stai_s06,stai_s07,stai_s08,stai_s09,stai_s10,stai_s11,stai_s12,stai_s13,stai_s14,stai_s15,stai_s16,stai_s17,stai_s18,stai_s19,stai_s20,sd_stai,sick,meal,hungry,sleep,rested,stai_s_mean,stai_s_missing,chaos01,chaos02,chaos03,chaos04,chaos05,chaos06,chaos07,chaos08,chaos09,chaos10,chaos11,chaos12,chaos13,chaos14,chaos15,unp01,unp02,unp03,unp04,unp05,unp06,unp07,unp08,unp_moving,unp_other_adults,unp_female_fig_num,unp_female_fig_rom,unp_male_fig_num,unp_male_fig_rom,quic01,quic02,quic03,quic04,quic05,quic06,quic07,quic08,quic09,quic10,quic11,quic12,quic13,quic14,quic15,quic16,quic17,quic18,quic19,quic20,quic21,quic22,quic23,quic24,quic25,quic26,quic27,quic28,quic29,quic30,quic31,quic32,quic33,quic34,quic35,quic36,quic37,change_env01,change_env02,change_env03,change_env04,sd_quic,sd_chaos,pcunp_mean,pcunp_missing,change_env_mean,change_env_missing,chaos_mean,chaos_missing,quic_monitoring_mean,quic_monitoring_missing,quic_par_predict_mean,quic_par_predict_missing,quic_par_env_mean,quic_par_env_missing,quic_phys_env_mean,quic_phys_env_missing,quic_safety_mean,quic_safety_missing,quic_total_mean,quic_total_missing,unp_moving_binned,unp_male_fig_rom_binned,unp_female_fig_rom_binned,unp_subj_comp,unp_obj_comp,unp_comp,violence01,violence02,violence03,violence04,violence05,violence06,violence07,aces_fighting1,aces_fighting2,sd_violence,nvs_mean,nvs_missing,fighting_mean,vio_comp,ses01,ses02,ses03,ses04,ses05,ses06,ses07,dems_edu_first,dems_edu_second,dems_income_past,dems_class_past,sd_ses,edu_caregivers,ses_subj_comp,ses_subj_missing,ses_obj_comp,ses_obj_missing,ses_comp,impuls01,impuls02,impuls03,impuls04,impuls05,fos01,fos02,fos03,fos04,fos05,fos06,fos07,fos08,fos09,fos10,fos11,fos12,fos13,fos14,fos15,sd_fos,impuls_mean,impuls_missing.x,fos_pa_mean,fos_pa_missing,fos_tp_mean,fos_tp_missing,fos_fc_mean,fos_fc_missing,fos_fo_mean,fos_fo_missing,depression01.x,depression02.x,depression03.x,depression04.x,depression05.x,depression06.x,depression07.x,depression08.x,depression09.x,depression10.x,depression11.x,depression12.x,depression13.x,depression14.x,depression15.x,depression16.x,depression17.x,depression18.x,depression19.x,depression20.x,sd_depression.x,depression_mean.x,impuls_missing.y,depression01.y,depression02.y,depression03.y,depression04.y,depression05.y,depression06.y,depression07.y,depression08.y,depression09.y,depression10.y,depression11.y,depression12.y,depression13.y,depression14.y,depression15.y,depression16.y,depression17.y,depression18.y,depression19.y,depression20.y,sd_depression.y,depression_mean.y,impuls_missing,family_composition.x,fam_composition_multiple.x,dems_ethnicity,dems_ethnicity_mixed,dems_age,dems_sex,dems_gender,dems_gender_4_text,dems_born_us,dems_class_current,dems_edu,dems_occupation,dems_income,weight,height,activity,att_check01,att_check02,att_getup,att_interrupted,att_noise,attention_check_sum,attention_interrupt_sum,family_composition.y,fam_composition_multiple.y,ex_narb_NA_selfreport_pass,ex_narb_attention_checks_pass,ex_narb_suspect_responses_pass,ex_narb_resolution_ratio,ex_narb_resolution_height,counterbalance,rt_flanker_congruent_degraded,rt_flanker_congruent_enhanced,rt_flanker_congruent_standard,rt_flanker_incongruent_degraded,rt_flanker_incongruent_enhanced,rt_flanker_incongruent_standard,acc_flanker_congruent_degraded,acc_flanker_congruent_enhanced,acc_flanker_congruent_standard,acc_flanker_incongruent_degraded,acc_flanker_incongruent_enhanced,acc_flanker_incongruent_standard,start_a_flanker_std,start_t0_flanker_std,start_p_flanker_std,start_rd_flanker_std,start_sda_flanker_std,start_g2_flanker_std,start_bbic_flanker_std,a_flanker_std,t0_flanker_std,p_flanker_std,rd_flanker_std,sda_flanker_std,g2_flanker_std,bbic_flanker_std,final_width_px,scale_factor,no_resize,fullscreenenter,fullscreenexit,blur_event,focus_event,event_during_flanker
95,2022-03-18T16:57:27Z,2022-03-18T17:17:24Z,1196,1,2022-03-18T17:17:25Z,1,Chrome,99.0.4844.74,Windows NT 10.0,1366,768,NA,1.7786458333333333,599,72,284,51,37,67,-0.16243306807728952,-0.253700427047047,-0.4631445060494686,-0.581289379631507,-0.4906941025550294,-0.35320416280512285,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5312533566021211,0,1,1,3,3,1.15,0,3,3,4,2,4,2,4,3,2,1,1,5,1,3,3,3,5,5,5,3,5,4,4,3,1,2,2,3,2,4,2,2,3,3,1,1,2,2,3,3,2,3,4,3,4,5,5,5,5,5,3,4,2,3,5,5,3,1,1,1,3,4,4,2,5,2,3,4,4,4,1.2985323200391226,1.1254628677422756,4.25,0,3.75,0,2.7333333333333334,0,2.2222222222222223,0,3.9166666666666665,0,3.6666666666666665,0,2.4285714285714284,0,3,0,3.108108108108108,0,2,2,2,1.5046463275235586,3.9711955725500823,2.7379209500368207,3,2,5,1,1,4,2,1,1,1.1547005383792515,2.5714285714285716,0,1,-0.048343534927826504,2,3,2,4,1,1,1,6,6,1,1,1.5118578920369088,6,2,0,-0.8940966763253987,0,-1.3263810316481466,1,1,2,2,4,2,2,4,3,4,2,3,2,2,3,2,1,4,3,4,0.990430401872025,2,0,2.4,0,2.6,0,3.2,0,2.7333333333333334,0,2,1,1,3,2,1,2,3,1,2,2,3,2,2,2,3,3,3,4,4,0.8522416262267903,2.3,0,2,1,1,3,2,1,2,3,1,2,2,3,2,2,2,3,3,3,4,4,0.8522416262267903,2.3,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,23,1,2,NA,1,2,6,receptionist,3,97,60,1,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,5,0.6688812500024215,0.7324193548358255,0.677719354841017,0.6710645161290323,0.7283766666700443,0.6503903225823756,1,0.96875,1,0.96875,0.967741935483871,0.96875,0.083,0.348,0.268,0.122,1.127,101.59646644221428,1987.0392935443078,0.08,0.359,0.264,0.108,1.184,119.52701491327217,1945.0895493319551,304,0.9007407407407407,1,3,0,0,3,FALSE
96,2022-03-18T16:50:16Z,2022-03-18T17:17:25Z,1629,1,2022-03-18T17:17:26Z,0.8999999761581421,Safari,14.0.3,Macintosh,1440,900,After I finished the game the survey did give me some issues. It stayed in full screen and wouldn't allow me to scroll to see the rest of the questions. I exited full screen and it was even worse. I had to refresh almost every screen during the questions because the words were cut off. Once I finished the questions and moved on to the demographics I did not have the issue anymore.,1.6,641,300,279,84,79,76,-0.07622929152310656,1.0030745394850475,-0.4812843600710965,-0.17497664801439158,0.3693913871229538,-0.2521103918255647,3,3,1,1,4,1,2,4,1,3,3,2,1,1,2,3,2,1,4,3,0.6048053188292994,0,0,4,3,2,2.25,0,4,5,5,5,5,5,5,4,5,3,2,5,3,4,5,5,3,1,1,3,2,5,3,2,1,1,0,1,0,5,4,4,4,5,2,3,3,4,2,2,2,1,5,5,2,5,5,3,1,2,2,5,1,1,1,2,1,1,1,1,5,5,5,5,5,3,1,2,2,2,1.5872994422979931,1.6676187756655838,2.875,0,1.75,0,4.333333333333333,0,3.7777777777777777,0,2.9166666666666665,0,2,0,2.7142857142857144,0,4.333333333333333,0,3.054054054054054,0,1,0,0,1.5793504005784789,-0.14280879051279902,0.7182708050328399,4,3,5,4,2,4,3,4,1,1.1126972805283737,3.5714285714285716,0,2.5,1.1114929083605267,1,1,1,1,1,1,1,3,4,1,1,1.5118578920369088,3.5,1,0,-1.345816211774242,0,-2.143714620591844,3,4,3,5,3,4,5,3,3,4,3,3,2,3,2,2,4,4,3,4,0.9154754164341269,3.6,0,3.6,0,3.2,0,3,0,3.2666666666666666,0,1,3,1,1,1,1,3,2,1,2,1,3,2,1,1,4,1,1,1,2,0.9333020044867296,1.65,0,1,3,1,1,1,1,3,2,1,2,1,3,2,1,1,4,1,1,1,2,0.9333020044867296,1.65,0,"I lived with my mother, but not father, most of the time. & I lived with my extended family on mother's side (grandparents, aunts ,uncles, cousins)",1,Black or African American,0,28,1,2,NA,1,1,6,call center rep,1,90,61,1,5,2,0,0,0,0,0,"I lived with my mother, but not father, most of the time. & I lived with my extended family on mother's side (grandparents, aunts ,uncles, cousins)",1,TRUE,TRUE,TRUE,TRUE,TRUE,5,0.5739000000000014,0.4765937499999927,0.5282187500000036,0.6312812500000013,0.5353437500000037,0.5878709677419317,0.967741935483871,1,1,1,1,0.96875,0.069,0.394,0.528,0.022,1.735,83.73514469915668,1915.382672404861,0.071,0.409,0.659,0.03,2.178,65.17447901304783,1891.9917083086302,434,1.285925925925926,0,3,0,0,3,FALSE
97,2022-03-18T17:00:28Z,2022-03-18T17:18:17Z,1068,1,2022-03-18T17:18:17Z,0.8999999761581421,Safari,14.1.2,Macintosh,1440,900,NA,1.6,620,109,169,37,21,58,-0.11933117980019806,-0.04975010353087375,-0.8803611485469103,-0.7536644778933134,-0.8183457176704515,-0.454297933784681,2,2,1,1,2,1,2,3,1,2,2,1,4,3,2,2,1,1,3,2,1.0052493799000692,0,1,2,3,3,1.9,0,3,2,3,2,4,1,2,1,1,1,3,1,1,3,2,1,1,1,1,1,3,1,1,1,2,0,0,0,0,2,2,1,1,1,1,1,1,1,3,2,1,1,2,5,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1.7803566130608974,1.424279266355945,1.25,0,1,0,2,0,1.2222222222222223,0,2,0,1,0,1.5714285714285714,0,1,0,1.4864864864864864,0,1,0,0,-0.8354907488318933,-0.4013584353189139,-0.6184245920754037,1,1,2,1,1,1,1,1,1,1.7320508075688772,1.1428571428571428,0,1,-0.8770273057233877,5,5,5,5,5,5,5,6,6,6,4,1.5118578920369088,6,5,0,1.2090960320784858,0,1.5815856723915158,5,2,4,3,3,3,5,2,4,2,4,4,2,3,3,5,4,3,4,4,1.0997835284835873,3.4,0,3.6,0,3.6,0,3.2,0,3.466666666666667,0,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1.0990426455975697,1.25,0,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1.0990426455975697,1.25,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,21,1,2,NA,1,4,4,student,6,140,69,3,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,1,0.47216129032258064,0.46356249999999727,0.4838064516129051,0.5698260869565294,0.5507499999999987,0.6736399999999977,0.96875,1,1,0.71875,0.75,0.78125,0.061,0.34,0.412,0.01,1.656,118.30345010902275,1987.5599851013394,0.06,0.343,0.41,0.011,1.753,143.14741634245735,1998.099048088226,364,1.0785185185185184,0,3,0,0,3,FALSE
98,2022-03-18T17:00:44Z,2022-03-18T17:19:52Z,1147,1,2022-03-18T17:20:02Z,0.8999999761581421,Chrome,99.0.4844.51,Macintosh,1440,900,NA,1.6,572,52,320,74,29,60,-0.21784978157640716,-0.3639438451638974,-0.33253755709374777,-0.29810171820139625,-0.6545199101127405,-0.43183265134477916,2,1,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,2,1.105012502906165,0,1,2,4,5,1.5,0,4,1,2,2,1,2,3,3,2,3,3,4,3,3,5,2,4,5,1,3,3,4,3,1,1,1,0,0,0,2,5,4,2,2,1,3,2,1,2,5,3,1,4,2,4,4,4,4,3,5,4,2,1,1,3,2,1,1,1,1,2,2,2,1,1,2,1,3,1,1,1.346221494521727,1.0555973258234952,3.125,0,1.5,0,2.7333333333333334,0,2.4444444444444446,0,3.4166666666666665,0,2.1666666666666665,0,1.4285714285714286,0,1.3333333333333333,0,2.4324324324324325,0,1,0,0,0.7177437398106616,-0.22899200544817064,0.2443758671812455,1,1,1,2,1,1,2,3,1,1.8126539343499315,1.2857142857142858,0,2,-0.40765372615619105,5,5,5,5,4,3,5,6,3,6,5,1.5275252316519468,4.5,4.571428571428571,0,1.282332396070721,0,1.3939469740772399,3,4,3,4,2,3,3,2,3,2,4,3,3,4,3,2,4,4,3,3,0.7037315505489968,3.2,0,3.6,0,2.6,0,3,0,3.066666666666667,0,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1.0310954828418375,1.3,0,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1.0310954828418375,1.3,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,28,1,2,NA,1,5,6,paid search specialist,6,120,61,3,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5495645161328777,0.5161218750011176,0.48279687500186264,0.5989193548367869,0.5450354838698142,0.553106249999255,0.96875,1,1,0.96875,0.96875,1,0.092,0.369,0.855,0.012,1.246,14.074781876619173,1802.9400026999176,0.094,0.372,0.913,0.016,1.4,19.21447924530021,1803.1725969549718,433,1.282962962962963,0,3,0,0,3,FALSE
99,2022-03-18T16:50:56Z,2022-03-18T17:20:19Z,1762,1,2022-03-18T17:20:20Z,1,Chrome,99.0.4844.74,Windows NT 6.3,1366,768,NA,1.7786458333333333,547,78,155,32,22,891,-0.2691615533348494,-0.22062740161199185,-0.9311527398074684,-0.8152270129868158,-0.7978674917257377,8.902492202434422,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1.025978352085154,0,1,1,3,3,1.5,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,3,2,2,5,2,2,2,2,4,2,4,4,2,4,2,2,2,2,2,2,2,1,1,1,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.3987338762096442,1.0327955589886444,1,0,1,0,2,0,2.4444444444444446,0,2.6666666666666665,0,2.1666666666666665,0,1.1428571428571428,0,1,0,2.108108108108108,0,1,0,0,-0.673090590016849,-0.4013584353189139,-0.5372245126678814,2,2,2,2,2,2,2,1,1,0.9759000729485332,2,0,1,-0.37981704324605103,4,4,4,4,2,2,4,6,7,3,3,1.0690449676496976,6.5,3.4285714285714284,0,0.3129387823351568,0,0.1836372409762612,1,1,1,1,1,5,4,5,5,1,5,2,5,1,4,5,4,2,4,2,1.486446705914413,1,0,3.6,0,3.8,0,3.4,0,3.6,0,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,0.8207826816681233,1.2,0,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,0.8207826816681233,1.2,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,30,0,1,NA,1,3,8,Attorney,5,185,70,2,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,1,1.3077625000029802,1.1256062499918043,0.6522322580660543,1.2793843750096858,1.0554599999984104,0.7559642857355731,1,1,1,1,0.9375,0.875,0.083,0.399,0.339,0.01,1.487,142.98747420231217,2096.5582989316454,0.082,0.398,0.326,0.009,1.634,147.03216280292634,2079.5787481000043,304,0.9007407407407407,1,3,0,3,6,FALSE
100,2022-03-18T16:57:44Z,2022-03-18T17:21:09Z,1404,1,2022-03-18T17:21:11Z,0.8999999761581421,Chrome,99.0.4844.74,Macintosh,1440,900,NA,1.6,523,94,375,102,82,87,-0.31842085422295396,-0.13243266711851154,-0.13299916285584087,0.046648478322216774,0.43082606495709547,-0.12855133840610475,4,4,3,4,4,1,2,4,1,4,4,2,2,2,4,4,2,1,4,4,0.8271701918685112,0,1,4,2,2,3,0,5,2,4,4,4,5,5,4,4,5,3,5,1,5,5,2,5,1,3,4,5,5,2,0,2,0,0,0,0,3,4,2,2,3,4,4,4,5,4,2,4,1,5,1,3,4,5,5,5,5,4,1,3,1,5,5,2,1,1,1,3,5,4,1,5,5,2,3,1,1,1.572091432287407,1.624221425205085,3.375,0,1.75,0,4.066666666666666,0,3.4444444444444446,0,3.6666666666666665,0,3.1666666666666665,0,2.4285714285714284,0,3.6666666666666665,0,3.2972972972972974,0,0,0,0,1.7876163012164392,-0.361969541370789,0.7128233799228251,2,3,4,3,2,3,2,3,6,0.7559289460184544,2.7142857142857144,0,4.5,1.387293050858471,1,1,3,3,1,1,2,3,3,2,1,1.2909944487358056,3,1.7142857142857142,0,-1.2220824283401586,0,-1.6811589111307743,2,3,2,2,2,4,2,4,4,3,5,4,5,4,4,5,5,4,4,4,1.2983506020002016,2.2,0,4.4,0,3.8,0,4,0,4.066666666666666,0,1,2,1,2,2,1,2,1,1,1,2,3,2,1,1,2,1,1,1,2,0.8645047258706176,1.5,0,1,2,1,2,2,1,2,1,1,1,2,3,2,1,1,2,1,1,1,2,0.8645047258706176,1.5,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,29,1,2,NA,1,3,6,administrative assistant and homemaker,5,122,63,4,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,3,0.6693483870967982,0.6295218750000349,0.5549968749999534,0.7022709677418875,0.6165741935484712,0.7027483870968102,0.96875,1,1,0.96875,1,0.96875,0.08,0.412,0.571,0.007,1.318,12.344934369545907,1851.8916191653714,0.081,0.412,0.575,0.007,1.384,25.605388680297683,1849.4996303224405,442,1.3096296296296297,0,3,0,0,3,FALSE
101,2022-03-18T16:57:08Z,2022-03-18T17:21:17Z,1448,1,2022-03-18T17:21:18Z,1,Chrome,87.0.4280.88,Macintosh,1280,800,interesting study,1.6,798,83,305,67,59,68,0.24600863511991072,-0.19306654708277926,-0.38695711915863146,-0.38428926733229946,-0.04017313177132391,-0.3419715215851719,4,4,4,4,4,3,4,4,2,4,4,4,3,2,4,4,4,3,4,4,1.3088765773505315,0,0,2,4,3,3.65,0,4,3,5,3,3,3,4,4,3,4,4,5,1,4,4,2,3,1,1,2,4,4,3,0,2,0,0,0,0,3,4,3,4,4,2,2,2,4,3,2,4,1,5,1,5,5,4,4,5,5,3,3,1,1,2,5,2,1,1,1,5,5,4,1,3,2,1,1,1,1,1.4503805030417376,1.1464230084422218,2.5,0,1,0,3.6,0,3.111111111111111,0,3.6666666666666665,0,2.5,0,2.7142857142857144,0,2,0,3.027027027027027,0,0,0,0,1.08319330931385,-0.6205191861769039,0.231337061568473,2,2,3,1,1,3,2,2,1,1.1126972805283737,2,0,1.5,-0.18656444200223082,2,3,4,4,1,1,2,7,7,3,3,1.3801311186847085,7,2.4285714285714284,0,0.4032826894249255,0,-0.3032803082122433,1,2,1,1,1,5,5,5,5,3,5,5,4,4,5,5,5,5,5,5,1.869555587629877,1.2,0,5,0,4.4,0,4.8,0,4.733333333333333,0,4,4,4,4,4,4,4,1,3,4,2,4,3,4,4,4,4,4,4,4,1.1367080817685316,3.65,0,4,4,4,4,4,4,4,1,3,4,2,4,3,4,4,4,4,4,4,4,1.1367080817685316,3.65,0,I lived with my mother and father an equal amount of time (joint custody),0,Middle Eastern,0,25,1,2,NA,1,3,6,piano teacher,4,240,64,1,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,5,0.7668056451615074,0.6913479999995713,0.711545166666959,0.7891898333337546,0.6946745161293449,0.801214354839636,1,0.967741935483871,1,0.9375,0.96875,0.96875,0.069,0.48,0.254,0.024,1.573,86.40077019088488,1924.2599369318284,0.081,0.452,0.306,0.009,1.183,76.5281679695288,1902.1167655582665,272,0.8059259259259259,0,3,0,6,9,FALSE
102,2022-03-18T16:39:23Z,2022-03-18T17:21:30Z,2527,1,2022-03-18T17:21:31Z,0.8999999761581421,Edge,99.0.1150.39,Windows NT 10.0,1920,1080,no,1.7777777777777777,935,154,415,96,58,74,0.5271971443561743,0.19829758723203963,0.012119669317182318,-0.02722656378998601,-0.060651357716037795,-0.2745756742654665,2,2,1,1,3,1,2,3,1,2,2,1,1,1,2,2,2,1,2,2,0.9176629354822471,0,1,1,4,3,1.7,0,5,2,3,2,4,1,2,1,2,1,1,2,2,2,2,1,3,5,1,2,1,3,1,0,2,0,0,0,0,1,2,2,1,1,1,1,1,1,2,2,1,1,3,1,2,2,3,1,1,1,2,1,1,1,2,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1.6934780387911346,1.3972762620115438,2.125,0,1,0,2.1333333333333333,0,1.2222222222222223,0,1.6666666666666667,0,1.3333333333333333,0,1.8571428571428572,0,1,0,1.4864864864864864,0,0,0,0,-0.3948449845804063,-0.6205191861769039,-0.5076820853786551,1,2,2,1,1,2,1,1,1,1.6035674514745464,1.4285714285714286,0,1,-0.7112905515642753,5,5,5,5,2,2,3,3,4,2,3,1.4638501094227998,3.5,3.857142857142857,0,-0.44320235072730735,0,-0.04499026060182437,2,2,2,1,2,5,3,4,5,3,5,4,2,2,4,5,4,5,4,1,1.4474937289114918,1.8,0,4.6,0,3.4,0,3.2,0,3.7333333333333334,0,1,3,3,1,3,2,3,4,2,1,3,3,1,3,1,3,2,2,1,3,0.9333020044867296,2.25,0,1,3,3,1,3,2,3,4,2,1,3,3,1,3,1,3,2,2,1,3,0.9333020044867296,2.25,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,29,1,2,NA,1,3,3,Administrative Assistant,3,150,68,1,5,2,0,0,1,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5875593749992549,0.5433343749828636,0.5074000000039737,0.6267709677488573,0.6210357142771993,0.591556666680177,1,1,1,0.96875,0.9333333333333333,0.9375,0.07,0.362,0.472,0.02,1.782,70.29830126849663,1914.5289703343253,0.074,0.36,0.557,0.019,1.978,79.01089438404617,1924.0159595387388,280,0.8296296296296296,0,3,0,3,6,FALSE
103,2022-03-18T16:47:48Z,2022-03-18T17:21:30Z,2021,1,2022-03-18T17:21:32Z,1,Safari,15.3,Macintosh,1440,900,NA,1.6,961,252,435,85,69,131,0.5805613869849542,0.7384903360046066,0.08467908540369391,-0.16266414099569113,0.16460912767581495,0.365684875271735,3,2,1,2,3,2,1,2,2,3,3,3,1,3,3,2,2,2,3,3,0.6407232755171874,0,1,4,3,3,2.3,0,2,2,1,2,1,1,3,3,1,2,1,2,2,3,1,3,1,1,1,3,3,3,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,1,1,3,1,3,1,1,1,1,1,1,1,1,3,2,3,1,1,1.8318995212226723,1.4040757000349275,2,0,1.75,0,1.8,0,1,0,1.25,0,1.6666666666666667,0,1.2857142857142858,0,1.6666666666666667,0,1.2972972972972974,0,0,0,0,-0.6778149582732866,-0.361969541370789,-0.5198922498220379,3,3,4,2,2,2,2,1,1,0.4879500364742666,2.5714285714285716,0,1,-0.048343534927826504,3,3,4,3,2,2,3,5,3,3,2,0.6900655593423543,4,2.857142857142857,0,-0.4830488383752279,0,-0.6112656695307566,2,3,2,3,2,4,3,4,4,3,3,4,4,5,4,3,4,4,3,3,0.9258200997725514,2.4,0,3.8,0,3.2,0,4,0,3.6666666666666665,0,1,2,3,3,3,3,3,2,1,3,4,2,2,3,1,2,3,3,3,3,0.8207826816681233,2.5,0,1,2,3,3,3,3,3,2,1,3,4,2,2,3,1,2,3,3,3,3,0.8207826816681233,2.5,0,NA,NA,"White, Caucasian, Anglo, European American",0,30,1,2,NA,1,3,3,"no full or part time job, just side work in the creative field to help supplement husband's income",3,160,67,1,5,2,0,0,0,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,2,0.49396875000001456,0.46015625000000365,0.47065625000001093,0.573064516129021,0.5200624999999782,0.5602812499999945,1,1,1,0.96875,1,1,0.076,0.365,0.685,0.016,1.567,43.50766750442785,1828.5145493338282,0.08,0.368,0.79,0.018,1.686,43.245460019586034,1826.9870826902986,436,1.2918518518518518,0,3,0,0,3,FALSE
104,2022-03-18T16:51:31Z,2022-03-18T17:21:47Z,1816,1,2022-03-18T17:21:48Z,0.8999999761581421,Chrome,99.0.4844.74,Windows NT 10.0,1920,1080,NA,1.7777777777777777,679,132,656,162,49,61,0.0017646015497256454,0.0770298273035042,0.886460633159647,0.7853988994442447,-0.24495539121846277,-0.4206000101248282,3,2,1,2,3,1,1,3,1,3,3,1,1,1,3,2,1,1,3,3,0.6708203932499369,0,0,1,3,1,1.95,0,2,3,2,3,2,1,2,2,2,2,2,2,3,2,2,1,1,1,2,1,1,1,1,3,1,2,0,2,0,2,3,3,2,4,3,4,4,4,3,4,2,1,4,2,4,1,1,1,1,1,2,1,2,1,4,3,1,3,3,1,1,1,2,1,2,1,2,1,2,2,1.109608593708264,1.01418510567422,1.125,0,1.75,0,2.1333333333333333,0,3.2222222222222223,0,2.0833333333333335,0,2.1666666666666665,0,1.7142857142857142,0,1.3333333333333333,0,2.2432432432432434,0,2,0,0,-0.5011432703502533,0.07635196034519101,-0.21239565500253116,2,2,4,2,2,2,2,1,1,0.7559289460184544,2.2857142857142856,0,1,-0.2140802890869389,2,2,4,1,1,1,1,3,3,2,2,1.6035674514745464,3,1.7142857142857142,0,-0.8778143430786174,0,-1.471309494218438,3,3,4,2,3,2,2,3,3,2,1,2,4,3,3,2,2,2,2,3,0.9611501047232549,3,0,1.8,0,2.4,0,3,0,2.4,0,1,1,1,2,2,1,2,3,2,1,1,3,1,2,2,3,1,2,2,1,0.5982430416161189,1.7,0,1,1,1,2,2,1,2,3,2,1,1,3,1,2,2,3,1,2,2,1,0.5982430416161189,1.7,0,"I lived with my mother, but not father, most of the time. & I lived with my mother and father an equal amount of time (joint custody) & I lived with my extended family on mother's side (grandparents, aunts ,uncles, cousins)",1,"Asian or Asian American (e.g., Chinese, Japanese, and others)",0,25,0,1,NA,1,2,6,Receptionist,2,190,70,3,5,2,0,0,1,0,0,"I lived with my mother, but not father, most of the time. & I lived with my mother and father an equal amount of time (joint custody) & I lived with my extended family on mother's side (grandparents, aunts ,uncles, cousins)",1,TRUE,TRUE,TRUE,TRUE,TRUE,3,0.4882968750000073,0.439441935483877,0.41841249999999125,0.5322374999999956,0.49089374999999563,0.47422333333333955,1,0.96875,1,1,1,0.9375,0.051,0.331,0.621,0.02,1.834,96.66122493117874,1961.4737330549945,0.053,0.33,0.652,0.026,1.91,120.25059838734816,1964.2355337712204,328,0.9718518518518519,0,3,0,3,6,FALSE
