  dataset        a        v       t0  penalty      fit     time   method
 par_sim1609   1.1902   0.4096   0.5586   0.0000  24.4381   0.0040       ML
 par_sim161   0.8843   0.6510   0.3228   0.0000  -6.7139   0.0040       ML
 par_sim1610   1.7175   1.7433   0.5139   0.0000   9.4757   0.0040       ML
 par_sim1611   1.5137   1.4667   0.5472   0.0000  13.3781   0.0030       ML
 par_sim1612   0.8687   0.5666   0.4665   0.0000  -7.8971   0.0040       ML
 par_sim1613   1.6235   1.1157   0.4941   0.0000  30.2396   0.0030       ML
 par_sim1614   1.3426   0.8649   0.3157   0.0000  25.1347   0.0040       ML
 par_sim1615   1.4096   0.9131   0.2173   0.0000  27.1606   0.0040       ML
 par_sim1616   1.0511   1.0928   0.5778   0.0000   1.4625   0.0040       ML
 par_sim1617   1.0853   1.4967   0.5479   0.0000  -5.0824   0.0040       ML
 par_sim1618   1.4732   1.3745   0.4990   0.0000  15.1075   0.0040       ML
 par_sim1619   1.0112   0.6547   0.3746   0.0000   5.7931   0.0040       ML
 par_sim162   1.4128  -0.0582   0.5367   0.0000  41.3591   0.0040       ML
 par_sim1620   0.9790   0.8520   0.3440   0.0000   0.8812   0.0040       ML
 par_sim1621   1.4910   0.2114   0.5457   0.0000  49.6632   0.0030       ML
 par_sim1622   1.1023   0.4531   0.5456   0.0000  14.8631   0.0040       ML
 par_sim1623   1.6401   0.5011   0.4446   0.0000  53.6483   0.0030       ML
 par_sim1624   1.5688   0.7175   0.6150   0.0000  43.1102   0.0040       ML
 par_sim1625   1.2487   1.6132   0.6131   0.0000  -1.1119   0.0050       ML
 par_sim1626   1.4835   1.3713   0.5227   0.0000  15.4242   0.0030       ML
 par_sim1627   2.0437   1.1535   0.3589   0.0000  41.1164   0.0050       ML
 par_sim1628   1.3680   1.7808   0.4270   0.0000  -1.4551   0.0040       ML
 par_sim1629   1.3308   1.3238   0.6091   0.0000   9.3461   0.0040       ML
 par_sim163   0.8437   1.0137   0.4411   0.0000 -15.8536   0.0050       ML
 par_sim1630   1.2170   0.7750   0.6399   0.0000  19.8425   0.0040       ML
 par_sim1631   1.2389   1.1529   0.5793   0.0000  10.5607   0.0040       ML
 par_sim1632   1.2863   0.7122   0.4783   0.0000  27.6528   0.0030       ML
 par_sim1633   1.2780   1.5706   0.6677   0.0000   1.2284   0.0040       ML
 par_sim1634   1.3517   0.0003   0.5047   0.0000  41.1924   0.0050       ML
 par_sim1635   1.3826   0.3502   0.6765   0.0000  39.7530   0.0030       ML
 par_sim1636   1.2958   0.7984   0.4384   0.0000  25.0891   0.0050       ML
 par_sim1637   1.4391   1.1299   0.7481   0.0000  23.0935   0.0040       ML
 par_sim1638   1.2812   1.3045   0.5794   0.0000   9.6003   0.0050       ML
 par_sim1639   1.5280   0.8263   0.4481   0.0000  36.6004   0.0040       ML
 par_sim164   1.4262   1.2916   0.4758   0.0000  15.9794   0.0070       ML
 par_sim1640   1.4103   0.4595   0.6084   0.0000  40.6178   0.0030       ML
 par_sim1641   1.6550   0.2457   0.2713   0.0000  57.5544   0.0030       ML
 par_sim1642   1.5598   1.6309   0.6295   0.0000  10.0896   0.0040       ML
 par_sim1643   1.6313   1.2139   0.5430   0.0000  26.8594   0.0030       ML
 par_sim1644   1.2100   1.4798   0.4876   0.0000   1.6613   0.0040       ML
 par_sim1645   1.5084   1.4204   0.3527   0.0000  15.5024   0.0030       ML
 par_sim1646   1.4372   0.7200   0.4164   0.0000  35.4195   0.0030       ML
 par_sim1647   1.7899   0.7019   0.3911   0.0000  52.7041   0.0040       ML
 par_sim1648   1.4891   0.9939   0.5246   0.0000  30.0649   0.0050       ML
 par_sim1649   1.5667   1.1252   0.4920   0.0000  28.5802   0.0030       ML
 par_sim165   1.7320   0.6531   0.4686   0.0000  52.5298   0.0030       ML
 par_sim1650   1.1049   1.8305   0.4025   0.0000 -13.6493   0.0040       ML
 par_sim1651   1.6230  -0.3592   0.3645   0.0000  53.1062   0.0040       ML
 par_sim1652   0.9074   1.0314   0.6093   0.0000  -8.9158   0.0050       ML
 par_sim1653   1.7942   1.1622   0.5964   0.0000  34.8549   0.0030       ML
 par_sim1654   1.2818   1.1497   0.5936   0.0000  15.4531   0.0050       ML
 par_sim1655   1.3327   1.9242   0.3621   0.0000  -7.6664   0.0040       ML
 par_sim1656   1.2547   1.8070   0.6322   0.0000  -6.9254   0.0150       ML
 par_sim1657   1.5137   0.9110   0.5773   0.0000  33.2845   0.0030       ML
 par_sim1658   1.3842   0.1139   0.4383   0.0000  42.8946   0.0090       ML
 par_sim1659   1.4792   1.7822   0.6912   0.0000   2.2536   0.0040       ML
 par_sim166   1.3929   1.2064   0.4423   0.0000  17.3993   0.0040       ML
 par_sim1660   1.4370   1.0588   0.5619   0.0000  24.5480   0.0040       ML
 par_sim1661   1.0294   0.9053   0.4944   0.0000   3.9831   0.0180       ML
 par_sim1662   1.8434   0.2578   0.4721   0.0000  70.0978   0.0030       ML
 par_sim1663   1.3151   1.6032   0.6051   0.0000   3.0031   0.0040       ML
 par_sim1664   1.4751   0.9946   0.6548   0.0000  29.6402   0.0030       ML
 par_sim1665   1.2081   0.9573   0.4869   0.0000  14.9577   0.0040       ML
 par_sim1666   1.1015   0.9580   0.6522   0.0000   7.2363   0.0040       ML
 par_sim1667   1.5844   1.2034   0.5138   0.0000  26.6328   0.0040       ML
 par_sim1668   1.2920   1.1727   0.5102   0.0000  14.1728   0.0040       ML
 par_sim1669   1.4137   0.8682   0.6307   0.0000  30.9025   0.0040       ML
 par_sim167   1.1754   1.1852   0.6377   0.0000   6.9519   0.0040       ML
 par_sim1670   1.3273   1.2562   0.4667   0.0000  13.1862   0.0040       ML
 par_sim1671   1.5638  -0.0493   0.6186   0.0000  56.5658   0.0030       ML
 par_sim1672   1.4517   0.3365   0.4358   0.0000  44.0078   0.0030       ML
 par_sim1673   1.4417   0.2757   0.4078   0.0000  45.4068   0.0040       ML
 par_sim1674   1.6877   0.6693   0.3374   0.0000  50.0406   0.0030       ML
 par_sim1675   1.2313   0.9180   0.6578   0.0000  18.5271   0.0050       ML
 par_sim1676   1.3558   1.4810   0.3903   0.0000   7.3870   0.0050       ML
 par_sim1677   1.3512   0.7701   0.6094   0.0000  28.9486   0.0040       ML
 par_sim1678   0.9334   0.9005   0.4796   0.0000  -4.3932   0.0110       ML
 par_sim1679   0.8997   1.5346   0.5147   0.0000 -18.9505   0.0050       ML
 par_sim168   1.2694   1.3989   0.5405   0.0000   7.0759   0.0030       ML
 par_sim1680   1.0661   1.3890   0.5868   0.0000  -3.4029   0.0040       ML
 par_sim1681   1.6129   0.5282   0.3334   0.0000  49.1825   0.0020       ML
 par_sim1682   1.5962   0.5497   0.8239   0.0000  45.8920   0.0040       ML
 par_sim1683   1.6346   0.8496   0.6220   0.0000  40.5073   0.0030       ML
 par_sim1684   1.3907   0.7274   0.6214   0.0000  33.8130   0.0040       ML
 par_sim1685   1.4554   0.3258   0.4322   0.0000  46.6272   0.0040       ML
 par_sim1686   1.1387   1.2063   0.4998   0.0000   4.9359   0.0040       ML
 par_sim1687   1.5011   1.7911   0.4506   0.0000   2.3502   0.0050       ML
 par_sim1688   1.5884   1.2177   0.5931   0.0000  25.9578   0.0040       ML
 par_sim1689   0.6813   1.2761   0.5058   0.0000 -38.4512   0.0060       ML
 par_sim169   1.1592   0.7325   0.3932   0.0000  16.3985   0.0050       ML
 par_sim1690   1.6041   0.7453   0.5406   0.0000  40.8538   0.0040       ML
 par_sim1691   1.4028   0.9316   0.5708   0.0000  25.4881   0.0160       ML
 par_sim1692   1.2847   0.9020   0.4438   0.0000  20.9983   0.0030       ML
 par_sim1693   1.1965   1.0258   0.4900   0.0000  14.1928   0.0030       ML
 par_sim1694   1.7750   0.2682   0.3735   0.0000  66.1025   0.0030       ML
 par_sim1695   1.9084   0.5936   0.4245   0.0000  62.3161   0.0030       ML
 par_sim1696   0.9003   0.5266   0.3147   0.0000  -1.4195   0.0040       ML
 par_sim1697   0.9836   0.5836   0.5291   0.0000   4.1940   0.0040       ML
 par_sim1698   1.1326   1.6883   0.3708   0.0000  -7.1623   0.0040       ML
 par_sim1699   0.9242   1.7856   0.5454   0.0000 -22.2924   0.0040       ML
 par_sim17   1.6349   0.8399   0.5287   0.0000  41.2388   0.0030       ML
 par_sim170   1.1395   0.5794   0.5958   0.0000  17.8710   0.0040       ML
 par_sim1700   1.8425   1.0547   0.5833   0.0000  40.2070   0.0030       ML
 par_sim1701   1.8545   0.7719   0.3008   0.0000  50.6880   0.0030       ML
 par_sim1702   1.3236   1.1835   0.2895   0.0000  13.9647   0.0030       ML
 par_sim1703   1.7847   1.5522   0.4847   0.0000  17.5041   0.0050       ML
 par_sim1704   1.2113   2.0817   0.3890   0.0000 -14.5736   0.0050       ML
 par_sim1705   1.2426   0.8280   0.2805   0.0000  21.3231   0.0030       ML
 par_sim1706   1.5900   0.7935   0.5357   0.0000  40.5982   0.0030       ML
 par_sim1707   1.5154   1.5596   0.3692   0.0000  10.9331   0.0030       ML
 par_sim1708   1.7511   2.0843   0.6769   0.0000  -1.6118   0.0030       ML
 par_sim1709   1.6218   1.3820   0.7080   0.0000  21.4292   0.0030       ML
 par_sim171   1.4791   2.2852   0.3719   0.0000 -13.2831   0.0040       ML
 par_sim1710   0.9136   0.4472   0.4948   0.0000  -2.0891   0.0190       ML
 par_sim1711   1.7878   0.2224   0.4113   0.0000  67.2205   0.0030       ML
 par_sim1712   1.1701   1.3896   0.4658   0.0000   2.3502   0.0040       ML
 par_sim1713   1.1453   1.7726   0.4184   0.0000 -10.3532   0.0040       ML
 par_sim1714   1.1500   1.1453   0.4208   0.0000   4.9774   0.0260       ML
 par_sim1715   2.1169   0.8937   0.3473   0.0000  56.1773   0.0030       ML
 par_sim1716   1.7976   0.7428   0.6584   0.0000  52.7592   0.0040       ML
 par_sim1717   1.2397   0.6666   0.3507   0.0000  25.2191   0.0040       ML
 par_sim1718   1.3882   1.3313   0.3350   0.0000  13.0380   0.0040       ML
 par_sim1719   1.0729   0.9152   0.5765   0.0000   4.2041   0.0040       ML
 par_sim172   1.9601   0.9013   0.7709   0.0000  50.9031   0.0050       ML
 par_sim1720   1.5932   1.2126   0.5287   0.0000  26.2816   0.0040       ML
 par_sim1721   1.0689   0.7833   0.3558   0.0000   9.3958   0.0040       ML
 par_sim1722   1.7957   0.6455   0.5002   0.0000  54.3043   0.0040       ML
 par_sim1723   1.4094   0.9692   0.4986   0.0000  26.7594   0.0040       ML
 par_sim1724   1.5392   1.0209   0.6117   0.0000  32.2813   0.0040       ML
 par_sim1725   1.4746   1.1597   0.5774   0.0000  21.7945   0.0040       ML
 par_sim1726   1.4753   2.0693   0.5662   0.0000  -7.1633   0.0040       ML
 par_sim1727   1.3476   1.0111   0.5044   0.0000  22.4198   0.0030       ML
 par_sim1728   1.7437   0.5384   0.4151   0.0000  56.2233   0.0040       ML
 par_sim1729   0.9563   1.2342   0.7115   0.0000  -9.9552   0.0050       ML
 par_sim173   1.3945   0.3539   0.6432   0.0000  39.2239   0.0040       ML
 par_sim1730   1.7867   0.8579   0.5856   0.0000  45.7395   0.0040       ML
 par_sim1731   1.5678   0.4167   0.5304   0.0000  50.7190   0.0030       ML
 par_sim1732   1.4248   1.5575   0.7190   0.0000   7.4941   0.0040       ML
 par_sim1733   1.3608   1.1104   0.5203   0.0000  19.4442   0.0040       ML
 par_sim1734   1.7052   2.4202   0.6704   0.0000 -12.4065   0.0040       ML
 par_sim1735   1.4265   1.7030   0.6249   0.0000   3.0677   0.0040       ML
 par_sim1736   1.5607   0.7939   0.7017   0.0000  40.0439   0.0040       ML
 par_sim1737   1.7512   0.9678   0.4806   0.0000  39.6812   0.0030       ML
 par_sim1738   1.1114  -0.2916   0.4799   0.0000  17.9768   0.0040       ML
 par_sim1739   1.6299   0.2967   0.5378   0.0000  56.5371   0.0030       ML
 par_sim174   1.5780   1.1032   0.5295   0.0000  27.4623   0.0040       ML
 par_sim1740   1.8308   0.4096   0.4536   0.0000  64.2027   0.0030       ML
 par_sim1741   1.4194   0.5887   0.5029   0.0000  37.8736   0.0030       ML
 par_sim1742   1.3005   1.6409   0.4815   0.0000   1.0513   0.0040       ML
 par_sim1743   1.5292   0.6154   0.4763   0.0000  42.9486   0.0030       ML
 par_sim1744   1.4736   1.4533   0.6786   0.0000  13.1270   0.0040       ML
 par_sim1745   1.0224   1.1721   0.4140   0.0000   0.2014   0.0030       ML
 par_sim1746   1.4746   0.7729   0.8067   0.0000  35.8623   0.0040       ML
 par_sim1747   1.2119   1.1475   0.3972   0.0000  10.3987   0.0040       ML
 par_sim1748   1.0337   0.9053   0.4332   0.0000   4.2134   0.0040       ML
 par_sim1749   1.5355   1.1858   0.5070   0.0000  24.2310   0.0040       ML
 par_sim175   1.3492   1.0752   0.9108   0.0000  17.8355   0.0030       ML
 par_sim1750   1.3239   0.8635   0.7188   0.0000  24.9908   0.0040       ML
 par_sim1751   1.5510   0.1553   0.5940   0.0000  52.7022   0.0040       ML
 par_sim1752   1.0583   0.8007   0.5817   0.0000   7.5576   0.0040       ML
 par_sim1753   1.0337   1.0819   0.4792   0.0000   1.8162   0.0040       ML
 par_sim1754   1.0836   0.8522   0.5100   0.0000   9.9728   0.0050       ML
 par_sim1755   1.3119   1.3210   0.4967   0.0000  12.1447   0.0040       ML
 par_sim1756   1.6576   2.1071   0.6137   0.0000  -4.0643   0.0040       ML
 par_sim1757   1.0833   0.8565   0.3746   0.0000   9.4557   0.0040       ML
 par_sim1758   1.0174   1.4044   0.4761   0.0000  -9.1499   0.0030       ML
 par_sim1759   1.0584   1.7117   0.7113   0.0000 -12.5442   0.0040       ML
 par_sim176   1.1987   1.9131   0.4377   0.0000 -12.3345   0.0030       ML
 par_sim1760   0.8716   1.4289   0.3650   0.0000 -18.5307   0.0040       ML
 par_sim1761   1.9090   0.7402   0.6227   0.0000  54.6073   0.0040       ML
 par_sim1762   1.3807   1.0718   0.5152   0.0000  22.5146   0.0040       ML
 par_sim1763   1.1927   0.7035   0.6038   0.0000  20.2328   0.0060       ML
 par_sim1764   1.7211   1.1122   0.8216   0.0000  34.6313   0.0060       ML
 par_sim1765   1.1927   1.1418   0.6544   0.0000  10.3118   0.0040       ML
 par_sim1766   1.4798   0.5790   0.7377   0.0000  40.1823   0.0050       ML
 par_sim1767   1.2164   0.6287   0.3698   0.0000  21.7905   0.0050       ML
 par_sim1768   1.4260   1.3933   0.7027   0.0000  13.1633   0.0050       ML
 par_sim1769   1.4888   0.9279   0.5246   0.0000  31.5520   0.0050       ML
 par_sim177   0.8535   0.9052   0.2894   0.0000 -14.5501   0.0040       ML
 par_sim1770   1.0913   0.9510   0.5341   0.0000   7.5285   0.0040       ML
 par_sim1771   1.3786   0.6824   0.4541   0.0000  32.4350   0.0030       ML
 par_sim1772   1.8220   0.7033   0.4770   0.0000  53.1312   0.0040       ML
 par_sim1773   1.5102   1.0880   0.4465   0.0000  27.2093   0.0040       ML
 par_sim1774   1.3892   0.4816   0.2661   0.0000  36.8605   0.0040       ML
 par_sim1775   1.2483   1.2231   0.3476   0.0000  10.1642   0.0030       ML
 par_sim1776   1.7247   0.5938   0.6561   0.0000  54.4994   0.0030       ML
 par_sim1777   1.2929   1.5029   0.7013   0.0000   4.9664   0.0040       ML
 par_sim1778   1.4335   0.6393   0.4944   0.0000  38.4072   0.0040       ML
 par_sim1779   1.8034   1.6816   0.3371   0.0000  13.4956   0.0030       ML
 par_sim178   1.3837   0.5436   0.6414   0.0000  35.8413   0.0040       ML
 par_sim1780   1.5377   1.9404   0.4083   0.0000  -1.2781   0.0030       ML
 par_sim1781   1.0159   0.7552   0.4602   0.0000   3.5164   0.0060       ML
 par_sim1782   1.8689   0.2152   0.4924   0.0000  70.3167   0.0030       ML
 par_sim1783   1.1125   0.4523   0.4706   0.0000  15.0966   0.0040       ML
 par_sim1784   0.9500  -0.2592   0.2696   0.0000   1.7968   0.0040       ML
 par_sim1785   1.5495   1.1751   0.4940   0.0000  25.1018   0.0030       ML
 par_sim1786   1.3235   0.3086   0.3742   0.0000  34.8262   0.0030       ML
 par_sim1787   1.6105   1.0544   0.4791   0.0000  31.0954   0.0360       ML
 par_sim1788   1.6861   1.2786   0.5403   0.0000  26.2621   0.0030       ML
 par_sim1789   1.6772   0.5118   0.6009   0.0000  52.4992   0.0030       ML
 par_sim179   1.2484   0.9820   0.5197   0.0000  18.5687   0.0040       ML
 par_sim1790   1.4449   0.6544   0.5364   0.0000  36.8363   0.0040       ML
 par_sim1791   1.1924   0.7802   0.5828   0.0000  18.9071   0.0030       ML
 par_sim1792   1.1629   1.4081   0.2966   0.0000   1.2675   0.0120       ML
 par_sim1793   1.3442   0.6459   0.6031   0.0000  29.5709   0.0040       ML
 par_sim1794   1.7871   0.4753   0.4260   0.0000  59.6016   0.0040       ML
 par_sim1795   1.6215   0.7973   0.5390   0.0000  40.5960   0.0040       ML
 par_sim1796   1.1717   0.8782   0.3160   0.0000  15.4210   0.0040       ML
 par_sim1797   1.5384   0.3223   0.5537   0.0000  48.5780   0.0030       ML
 par_sim1798   1.3190   1.1266   0.5094   0.0000  17.5837   0.0030       ML
 par_sim1799   1.8431   0.9331   0.6095   0.0000  46.6798   0.0030       ML
 par_sim18   1.5602   0.6461   0.6020   0.0000  45.5516   0.0040       ML
 par_sim180   1.5954   0.9745   0.4009   0.0000  36.6501   0.0030       ML
 par_sim1800   1.6095   0.6988   0.6959   0.0000  45.5507   0.0030       ML
 par_sim1801   1.2523   1.0687   0.3424   0.0000  12.4250   0.0040       ML
 par_sim1802   1.6166   0.8490   0.3682   0.0000  40.1990   0.0040       ML
 par_sim1803   1.1406   0.6612   0.4073   0.0000  16.3490   0.0050       ML
 par_sim1804   0.8833   1.0582   0.5089   0.0000 -11.4685   0.0040       ML
 par_sim1805   1.5673   0.8661   0.4430   0.0000  37.9364   0.0040       ML
 par_sim1806   1.2384   1.8504   0.5537   0.0000  -8.9108   0.0040       ML
 par_sim1807   0.8718   0.2725   0.3084   0.0000  -4.0203   0.0040       ML
 par_sim1808   1.3913   1.0887   0.6338   0.0000  21.5235   0.0030       ML
 par_sim1809   1.6968   0.6278   0.7257   0.0000  49.9118   0.0040       ML
 par_sim181   1.1565   1.0227   0.6385   0.0000   8.9910   0.0040       ML
 par_sim1810   1.5773   1.0353   0.4814   0.0000  31.8425   0.0040       ML
 par_sim1811   1.3297   0.4808   0.4937   0.0000  35.8906   0.0040       ML
 par_sim1812   1.2117   0.4021   0.7131   0.0000  26.0915   0.0050       ML
 par_sim1813   1.7861   0.7674   0.4215   0.0000  50.2269   0.0030       ML
 par_sim1814   1.0712   0.4544   0.5361   0.0000  13.9251   0.0040       ML
 par_sim1815   1.4722   0.7007   0.6118   0.0000  38.0328   0.0040       ML
 par_sim1816   1.2667   1.5758   0.7191   0.0000   0.9498   0.0040       ML
 par_sim1817   1.2732   1.1529   0.3848   0.0000  15.1067   0.0030       ML
 par_sim1818   1.3294   0.3623   0.5320   0.0000  36.4326   0.0040       ML
 par_sim1819   1.6914   0.4368   0.6844   0.0000  57.2522   0.0040       ML
 par_sim182   1.5199   1.6295   0.6717   0.0000   7.9713   0.0050       ML
 par_sim1820   1.3656   0.2864   0.5687   0.0000  41.2116   0.0040       ML
 par_sim1821   1.5968   1.3379   0.4951   0.0000  21.5758   0.0040       ML
 par_sim1822   1.5918   0.7610   0.5739   0.0000  43.6298   0.0030       ML
 par_sim1823   1.2304   2.3947   0.4379   0.0000 -23.8408   0.0040       ML
 par_sim1824   1.6402   0.9100   0.5427   0.0000  39.1359   0.0030       ML
 par_sim1825   1.4329   0.8939   0.6332   0.0000  29.0297   0.0040       ML
 par_sim1826   1.3383   0.9343   0.6472   0.0000  24.0040   0.0030       ML
 par_sim1827   1.1437   1.0078   0.4845   0.0000   9.6976   0.0040       ML
 par_sim1828   1.7735   1.5036   0.6569   0.0000  19.6614   0.0030       ML
 par_sim1829   1.1219   0.9145   0.6019   0.0000  11.1946   0.0040       ML
 par_sim183   1.2059   1.0781   0.5194   0.0000  10.7609   0.0040       ML
 par_sim1830   1.8621   1.0509   0.3692   0.0000  40.9500   0.0040       ML
 par_sim1831   1.3221   1.6619   0.4924   0.0000   0.5546   0.0050       ML
 par_sim1832   1.1961   1.0861   0.5370   0.0000   9.8723   0.0050       ML
 par_sim1833   1.4575   1.1341   0.4139   0.0000  23.2703   0.0040       ML
 par_sim1834   1.4906   0.7038   0.8200   0.0000  38.0642   0.0060       ML
 par_sim1835   1.3694   1.0904   0.5837   0.0000  21.1268   0.0030       ML
 par_sim1836   1.5206   0.8277   0.3187   0.0000  36.1926   0.0040       ML
 par_sim1837   1.5227   1.1011   0.6466   0.0000  26.5237   0.0070       ML
 par_sim1838   1.4934   1.4963   0.6423   0.0000  11.5574   0.0040       ML
 par_sim1839   1.1034   0.6769   0.5931   0.0000  13.7382   0.0040       ML
 par_sim184   0.8497   1.3404   0.5580   0.0000 -19.1592   0.0040       ML
 par_sim1840   1.4603   1.3172   0.6860   0.0000  17.8694   0.0030       ML
 par_sim1841   1.2302   1.5106   0.5117   0.0000   0.5282   0.0020       ML
 par_sim1842   0.8772   1.0810   0.6198   0.0000 -13.3685   0.0040       ML
 par_sim1843   1.4767   1.0241   0.6152   0.0000  27.7534   0.0040       ML
 par_sim1844   1.0605   1.1912   0.4489   0.0000  -0.0238   0.0030       ML
 par_sim1845   1.6196   0.9532   0.3847   0.0000  35.2584   0.0030       ML
 par_sim1846   1.7180   0.4863   0.4584   0.0000  56.9312   0.0040       ML
 par_sim1847   2.0354   0.5643   0.4611   0.0000  67.5966   0.0030       ML
 par_sim1848   1.5516   0.4466   0.6187   0.0000  45.0561   0.0040       ML
 par_sim1849   2.4855   1.5509   0.7296   0.0000  29.8868   0.0040       ML
 par_sim185   1.6561   1.1727   0.6717   0.0000  29.7616   0.0030       ML
 par_sim1850   1.1033   2.3393   0.4607   0.0000 -25.4301   0.0050       ML
 par_sim1851   1.1106   0.5210   0.5162   0.0000  15.6243   0.0220       ML
 par_sim1852   1.2448   0.9090   0.4461   0.0000  19.4334   0.0040       ML
 par_sim1853   1.1552   1.6982   0.7029   0.0000  -7.0166   0.0040       ML
 par_sim1854   1.5175   1.4622   0.4207   0.0000  13.5760   0.0040       ML
 par_sim1855   1.3669   1.3371   0.4606   0.0000  12.3818   0.0040       ML
 par_sim1856   1.3102   1.5931   0.4054   0.0000   1.1128   0.0030       ML
 par_sim1857   1.5565   0.4179   0.5661   0.0000  50.2187   0.0040       ML
 par_sim1858   1.7088   1.0846   0.3726   0.0000  33.5877   0.0030       ML
 par_sim1859   1.8242   1.3238   0.6513   0.0000  27.9786   0.0040       ML
 par_sim186   1.9799   1.2594   0.3708   0.0000  33.9410   0.0040       ML
 par_sim1860   0.9742   0.7642   0.4980   0.0000   1.6440   0.0040       ML
 par_sim1861   1.6152   1.0874   0.7057   0.0000  31.9128   0.0040       ML
 par_sim1862   1.0623   1.0479   0.3246   0.0000   4.9519   0.0040       ML
 par_sim1863   1.2986   0.1820   0.5683   0.0000  36.3788   0.0040       ML
 par_sim1864   1.5235   0.6028   0.6290   0.0000  44.3616   0.0030       ML
 par_sim1865   1.4043   0.4691   0.5888   0.0000  38.9390   0.0030       ML
 par_sim1866   1.5874   1.1346   0.6423   0.0000  28.3354   0.0040       ML
 par_sim1867   1.2956   0.9977   0.4841   0.0000  18.3783   0.0040       ML
 par_sim1868   0.9976   1.1447   0.5780   0.0000  -3.2232   0.0050       ML
 par_sim1869   1.1411   1.0774   0.4107   0.0000   9.2920   0.0030       ML
 par_sim187   0.9167   1.3491   0.5838   0.0000 -13.0459   0.0050       ML
 par_sim1870   1.2009   0.8706   0.4067   0.0000  16.6389   0.0050       ML
 par_sim1871   1.6398   1.2166   0.7550   0.0000  26.7180   0.0030       ML
 par_sim1872   1.1528   0.7289   0.5311   0.0000  16.6766   0.0040       ML
 par_sim1873   1.6901   0.5149   0.5787   0.0000  52.3737   0.0030       ML
 par_sim1874   1.5405   1.4300   0.5076   0.0000  15.6743   0.0040       ML
 par_sim1875   1.1228   1.4822   0.4882   0.0000  -3.3952   0.0050       ML
 par_sim1876   0.9447   1.6252   0.3806   0.0000 -18.0583   0.0040       ML
 par_sim1877   1.3633   0.3096   0.5589   0.0000  35.2476   0.0040       ML
 par_sim1878   1.5452   0.4245   0.3478   0.0000  48.9812   0.0040       ML
 par_sim1879   1.1742   1.7990   0.5830   0.0000  -8.4958   0.0030       ML
 par_sim188   1.6406   0.5830   0.5838   0.0000  48.8085   0.0030       ML
 par_sim1880   1.2679   1.4104   0.6913   0.0000   6.4082   0.0040       ML
 par_sim1881   1.5607   0.9583   0.3310   0.0000  33.9899   0.0030       ML
 par_sim1882   1.3354   0.5493   0.6026   0.0000  34.1552   0.0040       ML
 par_sim1883   1.0010   0.7395   0.5641   0.0000   4.7597   0.0050       ML
 par_sim1884   1.7540   0.7938   0.5018   0.0000  47.2754   0.0040       ML
 par_sim1885   1.0490   2.1884   0.5850   0.0000 -23.7842   0.0030       ML
 par_sim1886   1.2921   1.5259   0.6003   0.0000   3.8461   0.0030       ML
 par_sim1887   1.2173   1.0599   0.7102   0.0000  12.1963   0.0040       ML
 par_sim1888   1.0987   0.5127   0.2821   0.0000  16.6993   0.0040       ML
 par_sim1889   1.1019   1.8013   0.5667   0.0000 -12.5960   0.0030       ML
 par_sim189   0.9736   0.7762   0.5278   0.0000   0.4351   0.0030       ML
 par_sim1890   0.7597   0.8599   0.5060   0.0000 -21.7471   0.0040       ML
 par_sim1891   1.4083   1.0818   0.4566   0.0000  22.3270   0.0030       ML
 par_sim1892   1.6785   1.4175   0.7777   0.0000  20.6441   0.0030       ML
 par_sim1893   1.0513   1.6908   0.5321   0.0000 -11.8135   0.0040       ML
 par_sim1894   0.9437   1.1011   0.2782   0.0000  -7.1024   0.0040       ML
 par_sim1895   1.0419   1.2782   0.5356   0.0000  -1.5959   0.0040       ML
 par_sim1896   1.5299   0.7358   0.5257   0.0000  40.5642   0.0030       ML
 par_sim1897   1.5860   1.1429   0.5825   0.0000  27.8827   0.0040       ML
 par_sim1898   1.6872   0.8933   0.3053   0.0000  41.1151   0.0020       ML
 par_sim1899   1.3028   1.1641   0.5521   0.0000  15.0177   0.0040       ML
 par_sim19   1.4829   1.1243   0.5902   0.0000  24.1973   0.0040       ML
 par_sim190   1.1381   1.0527   0.4714   0.0000   6.3487   0.0050       ML
 par_sim1900   1.0128   1.0099   0.4155   0.0000   1.2548   0.0060       ML
 par_sim1901   1.5977   0.7707   0.4194   0.0000  42.8577   0.0050       ML
 par_sim1902   1.4312   0.6616   0.5437   0.0000  35.7932   0.0040       ML
 par_sim1903   1.6049   1.1180   0.5817   0.0000  29.8397   0.0040       ML
 par_sim1904   1.4786   0.8490   0.6348   0.0000  33.6541   0.0040       ML
 par_sim1905   1.0091   1.1434   0.4241   0.0000  -2.8981   0.0040       ML
 par_sim1906   1.4415   0.9215   0.6980   0.0000  31.0851   0.0030       ML
 par_sim1907   0.6626   1.6929   0.4823   0.0000 -42.8636   0.0040       ML
 par_sim1908   1.0987   1.8185   0.4861   0.0000 -13.3556   0.0040       ML
 par_sim1909   1.2748   0.8236   0.4117   0.0000  22.4219   0.0030       ML
 par_sim191   1.4722   0.5036   0.3940   0.0000  43.2543   0.0040       ML
 par_sim1910   1.5045   0.3154   0.2845   0.0000  49.7517   0.0040       ML
 par_sim1911   1.5973   1.0256   0.3907   0.0000  32.8278   0.0030       ML
 par_sim1912   1.0795   1.3209   0.4566   0.0000  -3.1114   0.0040       ML
 par_sim1913   1.7091   0.8184   0.5499   0.0000  44.4603   0.0030       ML
 par_sim1914   1.5396   0.6709   0.3315   0.0000  42.3898   0.0030       ML
